Species_original,Species_standardised,Reference,Trait,Temperature,Trait_value,Trait_unit,Latitude,Longitude
Scedesmus ecornis,Scenedesmus ecornis,Benider et al. (2001),growth rate,10,0.18,s^-1,31.34,-8.14
Scedesmus ecornis,Scenedesmus ecornis,Benider et al. (2001),growth rate,15,0.75,s^-1,31.34,-8.14
Scedesmus ecornis,Scenedesmus ecornis,Benider et al. (2001),growth rate,20,1.2,s^-1,31.34,-8.14
Scedesmus ecornis,Scenedesmus ecornis,Benider et al. (2001),growth rate,25,1.4,s^-1,31.34,-8.14
Scedesmus ecornis,Scenedesmus ecornis,Benider et al. (2001),growth rate,30,2.1,s^-1,31.34,-8.14
Scedesmus ecornis,Scenedesmus ecornis,Benider et al. (2001),growth rate,35,1.35,s^-1,31.34,-8.14
Closterium acerosum strain UTEX LB1076,Closterium acerosum,Moss (1973),growth rate,5,0,s^-1,36.49,-119.7
Closterium acerosum strain UTEX LB1076,Closterium acerosum,Moss (1973),growth rate,9.5,0.183684,s^-1,36.49,-119.7
Closterium acerosum strain UTEX LB1076,Closterium acerosum,Moss (1973),growth rate,15,0.218341,s^-1,36.49,-119.7
Closterium acerosum strain UTEX LB1076,Closterium acerosum,Moss (1973),growth rate,20,0.183684,s^-1,36.49,-119.7
Closterium acerosum strain UTEX LB1076,Closterium acerosum,Moss (1973),growth rate,25.5,0.173287,s^-1,36.49,-119.7
Closterium acerosum strain UTEX LB1076,Closterium acerosum,Moss (1973),growth rate,30,0,s^-1,36.49,-119.7
"Pleurotaenium trabecula strain UTEX 489, SAG 664-2",Pleurotaenium trabecula,Moss (1973),growth rate,4,0,s^-1,65,26
"Pleurotaenium trabecula strain UTEX 489, SAG 664-2",Pleurotaenium trabecula,Moss (1973),growth rate,9.5,0.0651558,s^-1,65,26
"Pleurotaenium trabecula strain UTEX 489, SAG 664-2",Pleurotaenium trabecula,Moss (1973),growth rate,15.5,0.0977338,s^-1,65,26
"Pleurotaenium trabecula strain UTEX 489, SAG 664-2",Pleurotaenium trabecula,Moss (1973),growth rate,20,0.0762462,s^-1,65,26
"Pleurotaenium trabecula strain UTEX 489, SAG 664-2",Pleurotaenium trabecula,Moss (1973),growth rate,26,0.120608,s^-1,65,26
"Pleurotaenium trabecula strain UTEX 489, SAG 664-2",Pleurotaenium trabecula,Moss (1973),growth rate,30,0.094268,s^-1,65,26
"Pleurotaenium trabecula strain UTEX 489, SAG 664-2",Pleurotaenium trabecula,Moss (1973),growth rate,35,0,s^-1,65,26
Desmidium swartzii strain UTEX 560,Desmidium swartzii,Moss (1973),growth rate,4,0,s^-1,53.27,-9.05
Desmidium swartzii strain UTEX 560,Desmidium swartzii,Moss (1973),growth rate,10,0.075553,s^-1,53.27,-9.05
Desmidium swartzii strain UTEX 560,Desmidium swartzii,Moss (1973),growth rate,14,0.117142,s^-1,53.27,-9.05
Desmidium swartzii strain UTEX 560,Desmidium swartzii,Moss (1973),growth rate,20,0.12546,s^-1,53.27,-9.05
Desmidium swartzii strain UTEX 560,Desmidium swartzii,Moss (1973),growth rate,24,0.14972,s^-1,53.27,-9.05
Desmidium swartzii strain UTEX 560,Desmidium swartzii,Moss (1973),growth rate,30,0.129619,s^-1,53.27,-9.05
Desmidium swartzii strain UTEX 560,Desmidium swartzii,Moss (1973),growth rate,35,0.0346574,s^-1,53.27,-9.05
Gonatozygon monotaenium strain UTEX LB1253,Gonatozygon monotaenium,Moss (1973),growth rate,10,0,s^-1,46,-94
Gonatozygon monotaenium strain UTEX LB1253,Gonatozygon monotaenium,Moss (1973),growth rate,14,0.201013,s^-1,46,-94
Gonatozygon monotaenium strain UTEX LB1253,Gonatozygon monotaenium,Moss (1973),growth rate,20,0.191309,s^-1,46,-94
Gonatozygon monotaenium strain UTEX LB1253,Gonatozygon monotaenium,Moss (1973),growth rate,24,0.329938,s^-1,46,-94
Gonatozygon monotaenium strain UTEX LB1253,Gonatozygon monotaenium,Moss (1973),growth rate,30,0.296667,s^-1,46,-94
Gonatozygon monotaenium strain UTEX LB1253,Gonatozygon monotaenium,Moss (1973),growth rate,35,0,s^-1,46,-94
Cosmarium sp.,Cosmarium,Moss (1973),growth rate,4.5,0.0679284,s^-1,42.41,-85.38
Cosmarium sp.,Cosmarium,Moss (1973),growth rate,9.5,0.167048,s^-1,42.41,-85.38
Cosmarium sp.,Cosmarium,Moss (1973),growth rate,15.5,0.254385,s^-1,42.41,-85.38
Cosmarium sp.,Cosmarium,Moss (1973),growth rate,20.5,0.259237,s^-1,42.41,-85.38
Cosmarium sp.,Cosmarium,Moss (1973),growth rate,26,0.246067,s^-1,42.41,-85.38
Cosmarium sp.,Cosmarium,Moss (1973),growth rate,30,0.285577,s^-1,42.41,-85.38
Cosmarium sp.,Cosmarium,Moss (1973),growth rate,35,0,s^-1,42.41,-85.38
Micrasterias americana strain UTEX LB651,Micrasterias americana,Moss (1973),growth rate,4.5,0,s^-1,65,26
Micrasterias americana strain UTEX LB651,Micrasterias americana,Moss (1973),growth rate,9.5,0.0568381,s^-1,65,26
Micrasterias americana strain UTEX LB651,Micrasterias americana,Moss (1973),growth rate,15.5,0.0956543,s^-1,65,26
Micrasterias americana strain UTEX LB651,Micrasterias americana,Moss (1973),growth rate,20,0.155958,s^-1,65,26
Micrasterias americana strain UTEX LB651,Micrasterias americana,Moss (1973),growth rate,26,0.0977338,s^-1,65,26
Micrasterias americana strain UTEX LB651,Micrasterias americana,Moss (1973),growth rate,30,0.115062,s^-1,65,26
Micrasterias americana strain UTEX LB651,Micrasterias americana,Moss (1973),growth rate,35,0.103279,s^-1,65,26
Roya anglica strain UTEX LB934,Roya anglica,Moss (1973),growth rate,4,0,s^-1,35.6,-79.45
Roya anglica strain UTEX LB934,Roya anglica,Moss (1973),growth rate,10,0.0970406,s^-1,35.6,-79.45
Roya anglica strain UTEX LB934,Roya anglica,Moss (1973),growth rate,14.5,0.137243,s^-1,35.6,-79.45
Roya anglica strain UTEX LB934,Roya anglica,Moss (1973),growth rate,20,0.271714,s^-1,35.6,-79.45
Roya anglica strain UTEX LB934,Roya anglica,Moss (1973),growth rate,24,0.169128,s^-1,35.6,-79.45
Roya anglica strain UTEX LB934,Roya anglica,Moss (1973),growth rate,30,0,s^-1,35.6,-79.45
Volvox aureus  strain UTEX LB106,Volvox aureus,Moss (1973),growth rate,10,0,s^-1,39.17,-86.53
Volvox aureus  strain UTEX LB106,Volvox aureus,Moss (1973),growth rate,14,0.131698,s^-1,39.17,-86.53
Volvox aureus  strain UTEX LB106,Volvox aureus,Moss (1973),growth rate,20,0.104665,s^-1,39.17,-86.53
Volvox aureus  strain UTEX LB106,Volvox aureus,Moss (1973),growth rate,24,0.198933,s^-1,39.17,-86.53
Volvox aureus  strain UTEX LB106,Volvox aureus,Moss (1973),growth rate,30,0.047134,s^-1,39.17,-86.53
Volvox aureus  strain UTEX LB106,Volvox aureus,Moss (1973),growth rate,32,0,s^-1,39.17,-86.53
Mesotaenium kramstae strain UTEX LB1024,Mesotaenium kramstae,Moss (1973),growth rate,4,0.023567,s^-1,30.27,-97.74
Mesotaenium kramstae strain UTEX LB1024,Mesotaenium kramstae,Moss (1973),growth rate,10,0.182298,s^-1,30.27,-97.74
Mesotaenium kramstae strain UTEX LB1024,Mesotaenium kramstae,Moss (1973),growth rate,14,0.481737,s^-1,30.27,-97.74
Mesotaenium kramstae strain UTEX LB1024,Mesotaenium kramstae,Moss (1973),growth rate,20,0.37222,s^-1,30.27,-97.74
Mesotaenium kramstae strain UTEX LB1024,Mesotaenium kramstae,Moss (1973),growth rate,24,0.627298,s^-1,30.27,-97.74
Mesotaenium kramstae strain UTEX LB1024,Mesotaenium kramstae,Moss (1973),growth rate,30,0.351426,s^-1,30.27,-97.74
Mesotaenium kramstae strain UTEX LB1024,Mesotaenium kramstae,Moss (1973),growth rate,32,0.140709,s^-1,30.27,-97.74
Mesotaenium kramstae strain UTEX LB1024,Mesotaenium kramstae,Moss (1973),growth rate,35,0,s^-1,30.27,-97.74
"Pandorina morum strain UTEX 18, CCAP 60/1b",Pandorina morum,Moss (1973),growth rate,4.5,0,s^-1,52.5,-1.5
"Pandorina morum strain UTEX 18, CCAP 60/1b",Pandorina morum,Moss (1973),growth rate,9.5,0.280031,s^-1,52.5,-1.5
"Pandorina morum strain UTEX 18, CCAP 60/1b",Pandorina morum,Moss (1973),growth rate,15.5,0.460943,s^-1,52.5,-1.5
"Pandorina morum strain UTEX 18, CCAP 60/1b",Pandorina morum,Moss (1973),growth rate,20,0.325086,s^-1,52.5,-1.5
"Pandorina morum strain UTEX 18, CCAP 60/1b",Pandorina morum,Moss (1973),growth rate,26,0.264782,s^-1,52.5,-1.5
"Pandorina morum strain UTEX 18, CCAP 60/1b",Pandorina morum,Moss (1973),growth rate,29.5,0.14764,s^-1,52.5,-1.5
"Pandorina morum strain UTEX 18, CCAP 60/1b",Pandorina morum,Moss (1973),growth rate,35,0,s^-1,52.5,-1.5
"Pleodorina californica strain UTEX LB198, SAG 162-1",Pleodorina californica,Moss (1973),growth rate,10,0,s^-1,36.17,-86.78
"Pleodorina californica strain UTEX LB198, SAG 162-1",Pleodorina californica,Moss (1973),growth rate,14,0.0360437,s^-1,36.17,-86.78
"Pleodorina californica strain UTEX LB198, SAG 162-1",Pleodorina californica,Moss (1973),growth rate,20,0.304985,s^-1,36.17,-86.78
"Pleodorina californica strain UTEX LB198, SAG 162-1",Pleodorina californica,Moss (1973),growth rate,24,0.26201,s^-1,36.17,-86.78
"Pleodorina californica strain UTEX LB198, SAG 162-1",Pleodorina californica,Moss (1973),growth rate,30,0.156651,s^-1,36.17,-86.78
"Pleodorina californica strain UTEX LB198, SAG 162-1",Pleodorina californica,Moss (1973),growth rate,35,0,s^-1,36.17,-86.78
"Pediastrum boryanum var. cornutum strain UTEX LB470, SAG 261-3a",Pediastrum boryanum,Moss (1973),growth rate,4,0,s^-1,54.1,-2.17
"Pediastrum boryanum var. cornutum strain UTEX LB470, SAG 261-3a",Pediastrum boryanum,Moss (1973),growth rate,10,0.201706,s^-1,54.1,-2.17
"Pediastrum boryanum var. cornutum strain UTEX LB470, SAG 261-3a",Pediastrum boryanum,Moss (1973),growth rate,14,0.161503,s^-1,54.1,-2.17
"Pediastrum boryanum var. cornutum strain UTEX LB470, SAG 261-3a",Pediastrum boryanum,Moss (1973),growth rate,20,0.271021,s^-1,54.1,-2.17
"Pediastrum boryanum var. cornutum strain UTEX LB470, SAG 261-3a",Pediastrum boryanum,Moss (1973),growth rate,24,0.225273,s^-1,54.1,-2.17
"Pediastrum boryanum var. cornutum strain UTEX LB470, SAG 261-3a",Pediastrum boryanum,Moss (1973),growth rate,30,0,s^-1,54.1,-2.17
"Haematococcus droebakensis strain UTEX LB55, CCAP 34/2C",Haematococcus droebakensis,Moss (1973),growth rate,4,0.252306,s^-1,59.85,18.55
"Haematococcus droebakensis strain UTEX LB55, CCAP 34/2C",Haematococcus droebakensis,Moss (1973),growth rate,10,0.348653,s^-1,59.85,18.55
"Haematococcus droebakensis strain UTEX LB55, CCAP 34/2C",Haematococcus droebakensis,Moss (1973),growth rate,14,0.302212,s^-1,59.85,18.55
"Haematococcus droebakensis strain UTEX LB55, CCAP 34/2C",Haematococcus droebakensis,Moss (1973),growth rate,20,0.529564,s^-1,59.85,18.55
"Haematococcus droebakensis strain UTEX LB55, CCAP 34/2C",Haematococcus droebakensis,Moss (1973),growth rate,24,0.399253,s^-1,59.85,18.55
"Haematococcus droebakensis strain UTEX LB55, CCAP 34/2C",Haematococcus droebakensis,Moss (1973),growth rate,30,0.300826,s^-1,59.85,18.55
"Haematococcus droebakensis strain UTEX LB55, CCAP 34/2C",Haematococcus droebakensis,Moss (1973),growth rate,32,0,s^-1,59.85,18.55
"Cosmarium botrytis strain UTEX 301, SAG 136.80",Cosmarium botrytis,Moss (1973),growth rate,4,0,s^-1,49.37,16.95
"Cosmarium botrytis strain UTEX 301, SAG 136.80",Cosmarium botrytis,Moss (1973),growth rate,9.5,0.129619,s^-1,49.37,16.95
"Cosmarium botrytis strain UTEX 301, SAG 136.80",Cosmarium botrytis,Moss (1973),growth rate,15.5,0.167048,s^-1,49.37,16.95
"Cosmarium botrytis strain UTEX 301, SAG 136.80",Cosmarium botrytis,Moss (1973),growth rate,20,0.106745,s^-1,49.37,16.95
"Cosmarium botrytis strain UTEX 301, SAG 136.80",Cosmarium botrytis,Moss (1973),growth rate,26,0.167742,s^-1,49.37,16.95
"Cosmarium botrytis strain UTEX 301, SAG 136.80",Cosmarium botrytis,Moss (1973),growth rate,30,0.128232,s^-1,49.37,16.95
"Cosmarium botrytis strain UTEX 301, SAG 136.80",Cosmarium botrytis,Moss (1973),growth rate,35,0,s^-1,49.37,16.95
Chlamydomonas globosa,Chlamydomonas globosa,Seaburg et al. (1981),growth rate,2,0,s^-1,-77.5,162.5
Chlamydomonas globosa,Chlamydomonas globosa,Seaburg et al. (1981),growth rate,5,0.533723,s^-1,-77.5,162.5
Chlamydomonas globosa,Chlamydomonas globosa,Seaburg et al. (1981),growth rate,7.5,0.609969,s^-1,-77.5,162.5
Chlamydomonas globosa,Chlamydomonas globosa,Seaburg et al. (1981),growth rate,10,0.70701,s^-1,-77.5,162.5
Chlamydomonas globosa,Chlamydomonas globosa,Seaburg et al. (1981),growth rate,12.5,0.84564,s^-1,-77.5,162.5
Chlamydomonas globosa,Chlamydomonas globosa,Seaburg et al. (1981),growth rate,15,1.05358,s^-1,-77.5,162.5
Chlamydomonas globosa,Chlamydomonas globosa,Seaburg et al. (1981),growth rate,18,1.26153,s^-1,-77.5,162.5
Chlamydomonas globosa,Chlamydomonas globosa,Seaburg et al. (1981),growth rate,20,1.21994,s^-1,-77.5,162.5
Lobochlamys segnis,Lobochlamys segnis,Seaburg et al. (1981),growth rate,-1,0.332711,s^-1,-77.5,162.5
Lobochlamys segnis,Lobochlamys segnis,Seaburg et al. (1981),growth rate,2,0.429751,s^-1,-77.5,162.5
Lobochlamys segnis,Lobochlamys segnis,Seaburg et al. (1981),growth rate,5,0.693147,s^-1,-77.5,162.5
Lobochlamys segnis,Lobochlamys segnis,Seaburg et al. (1981),growth rate,7.5,0.797119,s^-1,-77.5,162.5
Lobochlamys segnis,Lobochlamys segnis,Seaburg et al. (1981),growth rate,10,0.790188,s^-1,-77.5,162.5
Lobochlamys segnis,Lobochlamys segnis,Seaburg et al. (1981),growth rate,12.5,0.89416,s^-1,-77.5,162.5
Lobochlamys segnis,Lobochlamys segnis,Seaburg et al. (1981),growth rate,15,1.06745,s^-1,-77.5,162.5
Lobochlamys segnis,Lobochlamys segnis,Seaburg et al. (1981),growth rate,18,1.09517,s^-1,-77.5,162.5
Lobochlamys segnis,Lobochlamys segnis,Seaburg et al. (1981),growth rate,20,0,s^-1,-77.5,162.5
Chlamydomonas subcaudata,Chlamydomonas subcaudata,Seaburg et al. (1981),growth rate,-1,0.249533,s^-1,-77.5,162.5
Chlamydomonas subcaudata,Chlamydomonas subcaudata,Seaburg et al. (1981),growth rate,2,0.415888,s^-1,-77.5,162.5
Chlamydomonas subcaudata,Chlamydomonas subcaudata,Seaburg et al. (1981),growth rate,5,0.561449,s^-1,-77.5,162.5
Chlamydomonas subcaudata,Chlamydomonas subcaudata,Seaburg et al. (1981),growth rate,7.5,0.693147,s^-1,-77.5,162.5
Chlamydomonas subcaudata,Chlamydomonas subcaudata,Seaburg et al. (1981),growth rate,10,0.762462,s^-1,-77.5,162.5
Chlamydomonas subcaudata,Chlamydomonas subcaudata,Seaburg et al. (1981),growth rate,12.5,0.935749,s^-1,-77.5,162.5
Chlamydomonas subcaudata,Chlamydomonas subcaudata,Seaburg et al. (1981),growth rate,15,0.734736,s^-1,-77.5,162.5
Chlamydomonas subcaudata,Chlamydomonas subcaudata,Seaburg et al. (1981),growth rate,18,0.138629,s^-1,-77.5,162.5
Chlamydomonas alpina,Chlamydomonas alpina,Seaburg et al. (1981),growth rate,-1,0.0554518,s^-1,-77.5,162.5
Chlamydomonas alpina,Chlamydomonas alpina,Seaburg et al. (1981),growth rate,2,0.0762462,s^-1,-77.5,162.5
Chlamydomonas alpina,Chlamydomonas alpina,Seaburg et al. (1981),growth rate,5,0.23567,s^-1,-77.5,162.5
Chlamydomonas alpina,Chlamydomonas alpina,Seaburg et al. (1981),growth rate,7.5,0.353505,s^-1,-77.5,162.5
Chlamydomonas alpina,Chlamydomonas alpina,Seaburg et al. (1981),growth rate,10,0.582244,s^-1,-77.5,162.5
Chlamydomonas alpina,Chlamydomonas alpina,Seaburg et al. (1981),growth rate,12.5,0.984269,s^-1,-77.5,162.5
Chlamydomonas alpina,Chlamydomonas alpina,Seaburg et al. (1981),growth rate,15,0.720873,s^-1,-77.5,162.5
Chlamydomonas alpina,Chlamydomonas alpina,Seaburg et al. (1981),growth rate,18,0.207944,s^-1,-77.5,162.5
Chlamydomonas alpina,Chlamydomonas alpina,Seaburg et al. (1981),growth rate,20,0,s^-1,-77.5,162.5
Chlorella sp. strain 580,Chlorella,Ukeles et al. (1961),growth rate,8,1.675,s^-1,41.23,-73.06
Chlorella sp. strain 580,Chlorella,Ukeles et al. (1961),growth rate,14,3.157,s^-1,41.23,-73.06
Chlorella sp. strain 580,Chlorella,Ukeles et al. (1961),growth rate,20,3.353,s^-1,41.23,-73.06
Chlorella sp. strain 580,Chlorella,Ukeles et al. (1961),growth rate,24,3.575,s^-1,41.23,-73.06
Chlorella sp. strain 580,Chlorella,Ukeles et al. (1961),growth rate,28,0,s^-1,41.23,-73.06
Microcystis flos-aquae,Microcystis flosaquae,Bouchamma et al. (2004),growth rate,15,0.66,s^-1,34,-5.9
Microcystis flos-aquae,Microcystis flosaquae,Bouchamma et al. (2004),growth rate,20,0.8,s^-1,34,-5.9
Microcystis flos-aquae,Microcystis flosaquae,Bouchamma et al. (2004),growth rate,25,0.91,s^-1,34,-5.9
Microcystis flos-aquae,Microcystis flosaquae,Bouchamma et al. (2004),growth rate,30,1.4,s^-1,34,-5.9
Microcystis flos-aquae,Microcystis flosaquae,Bouchamma et al. (2004),growth rate,35,1.65,s^-1,34,-5.9
Chroococcus minutus,Chroococcus minutus,Bouchamma et al. (2004),growth rate,15,0.73,s^-1,34,-5.9
Chroococcus minutus,Chroococcus minutus,Bouchamma et al. (2004),growth rate,20,0.98,s^-1,34,-5.9
Chroococcus minutus,Chroococcus minutus,Bouchamma et al. (2004),growth rate,25,1.28,s^-1,34,-5.9
Chroococcus minutus,Chroococcus minutus,Bouchamma et al. (2004),growth rate,30,1.35,s^-1,34,-5.9
Chroococcus minutus,Chroococcus minutus,Bouchamma et al. (2004),growth rate,35,0.99,s^-1,34,-5.9
Planktothrix agardhii,Planktothrix agardhii,Bouchamma et al. (2004),growth rate,15,0.6,s^-1,34,-5.9
Planktothrix agardhii,Planktothrix agardhii,Bouchamma et al. (2004),growth rate,20,0.93,s^-1,34,-5.9
Planktothrix agardhii,Planktothrix agardhii,Bouchamma et al. (2004),growth rate,25,1.2,s^-1,34,-5.9
Planktothrix agardhii,Planktothrix agardhii,Bouchamma et al. (2004),growth rate,30,1.87,s^-1,34,-5.9
Planktothrix agardhii,Planktothrix agardhii,Bouchamma et al. (2004),growth rate,35,1.18,s^-1,34,-5.9
Thalassiosira rotula strain CCAP1085_21,Thalassiosira rotula,Boyd et al. (2013),growth rate,4,0.182383,s^-1,40.96,14.25
Thalassiosira rotula strain CCAP1085_21,Thalassiosira rotula,Boyd et al. (2013),growth rate,4,0.303272,s^-1,40.96,14.25
Thalassiosira rotula strain CCAP1085_21,Thalassiosira rotula,Boyd et al. (2013),growth rate,4,0.29873,s^-1,40.96,14.25
Thalassiosira rotula strain CCAP1085_21,Thalassiosira rotula,Boyd et al. (2013),growth rate,10,0.535414,s^-1,40.96,14.25
Thalassiosira rotula strain CCAP1085_21,Thalassiosira rotula,Boyd et al. (2013),growth rate,10,0.550068,s^-1,40.96,14.25
Thalassiosira rotula strain CCAP1085_21,Thalassiosira rotula,Boyd et al. (2013),growth rate,10,0.570737,s^-1,40.96,14.25
Thalassiosira rotula strain CCAP1085_21,Thalassiosira rotula,Boyd et al. (2013),growth rate,17.5,0.816458,s^-1,40.96,14.25
Thalassiosira rotula strain CCAP1085_21,Thalassiosira rotula,Boyd et al. (2013),growth rate,17.5,0.716685,s^-1,40.96,14.25
Thalassiosira rotula strain CCAP1085_21,Thalassiosira rotula,Boyd et al. (2013),growth rate,17.5,0.796639,s^-1,40.96,14.25
Thalassiosira rotula strain CCAP1085_21,Thalassiosira rotula,Boyd et al. (2013),growth rate,25,0.627639,s^-1,40.96,14.25
Thalassiosira rotula strain CCAP1085_21,Thalassiosira rotula,Boyd et al. (2013),growth rate,25,0.624682,s^-1,40.96,14.25
Thalassiosira rotula strain CCAP1085_21,Thalassiosira rotula,Boyd et al. (2013),growth rate,25,0.580935,s^-1,40.96,14.25
Thalassiosira rotula strain CCAP1085_21,Thalassiosira rotula,Boyd et al. (2013),growth rate,30,0,s^-1,40.96,14.25
Thalassiosira rotula strain CCMP1647,Thalassiosira rotula,Boyd et al. (2013),growth rate,4,0,s^-1,40.75,14.33
Thalassiosira rotula strain CCMP1647,Thalassiosira rotula,Boyd et al. (2013),growth rate,10,0.306404,s^-1,40.75,14.33
Thalassiosira rotula strain CCMP1647,Thalassiosira rotula,Boyd et al. (2013),growth rate,10,0.336001,s^-1,40.75,14.33
Thalassiosira rotula strain CCMP1647,Thalassiosira rotula,Boyd et al. (2013),growth rate,10,0.317301,s^-1,40.75,14.33
Thalassiosira rotula strain CCMP1647,Thalassiosira rotula,Boyd et al. (2013),growth rate,17.5,0.72982,s^-1,40.75,14.33
Thalassiosira rotula strain CCMP1647,Thalassiosira rotula,Boyd et al. (2013),growth rate,17.5,0.761402,s^-1,40.75,14.33
Thalassiosira rotula strain CCMP1647,Thalassiosira rotula,Boyd et al. (2013),growth rate,17.5,0.561529,s^-1,40.75,14.33
Thalassiosira rotula strain CCMP1647,Thalassiosira rotula,Boyd et al. (2013),growth rate,25,0.624438,s^-1,40.75,14.33
Thalassiosira rotula strain CCMP1647,Thalassiosira rotula,Boyd et al. (2013),growth rate,25,0.67904,s^-1,40.75,14.33
Thalassiosira rotula strain CCMP1647,Thalassiosira rotula,Boyd et al. (2013),growth rate,30,0,s^-1,40.75,14.33
Thalassiosira rotula strain CCMP3264,Thalassiosira rotula,Boyd et al. (2013),growth rate,4,0.156433,s^-1,40.49,14.14
Thalassiosira rotula strain CCMP3264,Thalassiosira rotula,Boyd et al. (2013),growth rate,4,0.188959,s^-1,40.49,14.14
Thalassiosira rotula strain CCMP3264,Thalassiosira rotula,Boyd et al. (2013),growth rate,4,0.231353,s^-1,40.49,14.14
Thalassiosira rotula strain CCMP3264,Thalassiosira rotula,Boyd et al. (2013),growth rate,10,0.567586,s^-1,40.49,14.14
Thalassiosira rotula strain CCMP3264,Thalassiosira rotula,Boyd et al. (2013),growth rate,10,0.625276,s^-1,40.49,14.14
Thalassiosira rotula strain CCMP3264,Thalassiosira rotula,Boyd et al. (2013),growth rate,10,0.597403,s^-1,40.49,14.14
Thalassiosira rotula strain CCMP3264,Thalassiosira rotula,Boyd et al. (2013),growth rate,17.5,0.826024,s^-1,40.49,14.14
Thalassiosira rotula strain CCMP3264,Thalassiosira rotula,Boyd et al. (2013),growth rate,17.5,0.744404,s^-1,40.49,14.14
Thalassiosira rotula strain CCMP3264,Thalassiosira rotula,Boyd et al. (2013),growth rate,17.5,0.833757,s^-1,40.49,14.14
Thalassiosira rotula strain CCMP3264,Thalassiosira rotula,Boyd et al. (2013),growth rate,25,0.665646,s^-1,40.49,14.14
Thalassiosira rotula strain CCMP3264,Thalassiosira rotula,Boyd et al. (2013),growth rate,25,0.684036,s^-1,40.49,14.14
Thalassiosira rotula strain CCMP3264,Thalassiosira rotula,Boyd et al. (2013),growth rate,25,0.611244,s^-1,40.49,14.14
Thalassiosira rotula strain CCMP3096,Thalassiosira rotula,Boyd et al. (2013),growth rate,4,0.330342,s^-1,49.65,-127.43
